codigo_provincia;nombre_provincia;Municipios;Sexo;Periodo;Total
24;León;24001 Acebedo;Total;2023;182
24;León;24001 Acebedo;Total;2022;185
24;León;24001 Acebedo;Total;2021;185
24;León;24001 Acebedo;Total;2020;184
24;León;24001 Acebedo;Total;2019;187
24;León;24001 Acebedo;Total;2018;202
24;León;24001 Acebedo;Total;2017;205
24;León;24001 Acebedo;Total;2016;215
24;León;24001 Acebedo;Total;2015;225
24;León;24001 Acebedo;Total;2014;222
24;León;24001 Acebedo;Total;2013;230
24;León;24001 Acebedo;Total;2012;256
24;León;24001 Acebedo;Total;2011;264
24;León;24001 Acebedo;Total;2010;264
24;León;24001 Acebedo;Total;2009;267
24;León;24001 Acebedo;Total;2008;269
24;León;24001 Acebedo;Total;2007;278
24;León;24001 Acebedo;Total;2006;276
24;León;24001 Acebedo;Total;2005;273
24;León;24001 Acebedo;Total;2004;277
24;León;24001 Acebedo;Total;2003;280
24;León;24001 Acebedo;Total;2002;282
24;León;24001 Acebedo;Total;2001;290
24;León;24001 Acebedo;Total;2000;284
24;León;24001 Acebedo;Total;1999;287
24;León;24001 Acebedo;Total;1998;291
24;León;24001 Acebedo;Total;1997;
24;León;24001 Acebedo;Total;1996;305
24;León;24001 Acebedo;Hombres;2023;102
24;León;24001 Acebedo;Hombres;2022;103
24;León;24001 Acebedo;Hombres;2021;106
24;León;24001 Acebedo;Hombres;2020;108
24;León;24001 Acebedo;Hombres;2019;107
24;León;24001 Acebedo;Hombres;2018;117
24;León;24001 Acebedo;Hombres;2017;117
24;León;24001 Acebedo;Hombres;2016;126
24;León;24001 Acebedo;Hombres;2015;132
24;León;24001 Acebedo;Hombres;2014;132
24;León;24001 Acebedo;Hombres;2013;134
24;León;24001 Acebedo;Hombres;2012;156
24;León;24001 Acebedo;Hombres;2011;162
24;León;24001 Acebedo;Hombres;2010;161
24;León;24001 Acebedo;Hombres;2009;164
24;León;24001 Acebedo;Hombres;2008;162
24;León;24001 Acebedo;Hombres;2007;162
24;León;24001 Acebedo;Hombres;2006;157
24;León;24001 Acebedo;Hombres;2005;153
24;León;24001 Acebedo;Hombres;2004;153
24;León;24001 Acebedo;Hombres;2003;151
24;León;24001 Acebedo;Hombres;2002;157
24;León;24001 Acebedo;Hombres;2001;158
24;León;24001 Acebedo;Hombres;2000;155
24;León;24001 Acebedo;Hombres;1999;156
24;León;24001 Acebedo;Hombres;1998;156
24;León;24001 Acebedo;Hombres;1997;
24;León;24001 Acebedo;Hombres;1996;165
24;León;24001 Acebedo;Mujeres;2023;80
24;León;24001 Acebedo;Mujeres;2022;82
24;León;24001 Acebedo;Mujeres;2021;79
24;León;24001 Acebedo;Mujeres;2020;76
24;León;24001 Acebedo;Mujeres;2019;80
24;León;24001 Acebedo;Mujeres;2018;85
24;León;24001 Acebedo;Mujeres;2017;88
24;León;24001 Acebedo;Mujeres;2016;89
24;León;24001 Acebedo;Mujeres;2015;93
24;León;24001 Acebedo;Mujeres;2014;90
24;León;24001 Acebedo;Mujeres;2013;96
24;León;24001 Acebedo;Mujeres;2012;100
24;León;24001 Acebedo;Mujeres;2011;102
24;León;24001 Acebedo;Mujeres;2010;103
24;León;24001 Acebedo;Mujeres;2009;103
24;León;24001 Acebedo;Mujeres;2008;107
24;León;24001 Acebedo;Mujeres;2007;116
24;León;24001 Acebedo;Mujeres;2006;119
24;León;24001 Acebedo;Mujeres;2005;120
24;León;24001 Acebedo;Mujeres;2004;124
24;León;24001 Acebedo;Mujeres;2003;129
24;León;24001 Acebedo;Mujeres;2002;125
24;León;24001 Acebedo;Mujeres;2001;132
24;León;24001 Acebedo;Mujeres;2000;129
24;León;24001 Acebedo;Mujeres;1999;131
24;León;24001 Acebedo;Mujeres;1998;135
24;León;24001 Acebedo;Mujeres;1997;
24;León;24001 Acebedo;Mujeres;1996;140
24;León;24002 Algadefe;Total;2023;290
24;León;24002 Algadefe;Total;2022;285
24;León;24002 Algadefe;Total;2021;283
24;León;24002 Algadefe;Total;2020;278
24;León;24002 Algadefe;Total;2019;289
24;León;24002 Algadefe;Total;2018;286
24;León;24002 Algadefe;Total;2017;284
24;León;24002 Algadefe;Total;2016;279
24;León;24002 Algadefe;Total;2015;284
24;León;24002 Algadefe;Total;2014;300
24;León;24002 Algadefe;Total;2013;307
24;León;24002 Algadefe;Total;2012;303
