codigo_provincia;nombre_provincia;Municipios;Sexo;Periodo;Total
34;Palencia;34001 Abarca de Campos;Total;2023;42
34;Palencia;34001 Abarca de Campos;Total;2022;43
34;Palencia;34001 Abarca de Campos;Total;2021;45
34;Palencia;34001 Abarca de Campos;Total;2020;45
34;Palencia;34001 Abarca de Campos;Total;2019;44
34;Palencia;34001 Abarca de Campos;Total;2018;42
34;Palencia;34001 Abarca de Campos;Total;2017;43
34;Palencia;34001 Abarca de Campos;Total;2016;36
34;Palencia;34001 Abarca de Campos;Total;2015;43
34;Palencia;34001 Abarca de Campos;Total;2014;42
34;Palencia;34001 Abarca de Campos;Total;2013;38
34;Palencia;34001 Abarca de Campos;Total;2012;39
34;Palencia;34001 Abarca de Campos;Total;2011;39
34;Palencia;34001 Abarca de Campos;Total;2010;38
34;Palencia;34001 Abarca de Campos;Total;2009;41
34;Palencia;34001 Abarca de Campos;Total;2008;41
34;Palencia;34001 Abarca de Campos;Total;2007;42
34;Palencia;34001 Abarca de Campos;Total;2006;44
34;Palencia;34001 Abarca de Campos;Total;2005;46
34;Palencia;34001 Abarca de Campos;Total;2004;47
34;Palencia;34001 Abarca de Campos;Total;2003;48
34;Palencia;34001 Abarca de Campos;Total;2002;50
34;Palencia;34001 Abarca de Campos;Total;2001;49
34;Palencia;34001 Abarca de Campos;Total;2000;50
34;Palencia;34001 Abarca de Campos;Total;1999;49
34;Palencia;34001 Abarca de Campos;Total;1998;48
34;Palencia;34001 Abarca de Campos;Total;1997;
34;Palencia;34001 Abarca de Campos;Total;1996;51
34;Palencia;34001 Abarca de Campos;Hombres;2023;25
34;Palencia;34001 Abarca de Campos;Hombres;2022;25
34;Palencia;34001 Abarca de Campos;Hombres;2021;28
34;Palencia;34001 Abarca de Campos;Hombres;2020;27
34;Palencia;34001 Abarca de Campos;Hombres;2019;27
34;Palencia;34001 Abarca de Campos;Hombres;2018;26
34;Palencia;34001 Abarca de Campos;Hombres;2017;27
34;Palencia;34001 Abarca de Campos;Hombres;2016;23
34;Palencia;34001 Abarca de Campos;Hombres;2015;26
34;Palencia;34001 Abarca de Campos;Hombres;2014;24
34;Palencia;34001 Abarca de Campos;Hombres;2013;22
34;Palencia;34001 Abarca de Campos;Hombres;2012;23
34;Palencia;34001 Abarca de Campos;Hombres;2011;22
34;Palencia;34001 Abarca de Campos;Hombres;2010;22
34;Palencia;34001 Abarca de Campos;Hombres;2009;24
34;Palencia;34001 Abarca de Campos;Hombres;2008;24
34;Palencia;34001 Abarca de Campos;Hombres;2007;24
34;Palencia;34001 Abarca de Campos;Hombres;2006;25
34;Palencia;34001 Abarca de Campos;Hombres;2005;26
34;Palencia;34001 Abarca de Campos;Hombres;2004;28
34;Palencia;34001 Abarca de Campos;Hombres;2003;27
34;Palencia;34001 Abarca de Campos;Hombres;2002;27
34;Palencia;34001 Abarca de Campos;Hombres;2001;26
34;Palencia;34001 Abarca de Campos;Hombres;2000;26
34;Palencia;34001 Abarca de Campos;Hombres;1999;25
34;Palencia;34001 Abarca de Campos;Hombres;1998;25
34;Palencia;34001 Abarca de Campos;Hombres;1997;
34;Palencia;34001 Abarca de Campos;Hombres;1996;25
34;Palencia;34001 Abarca de Campos;Mujeres;2023;17
34;Palencia;34001 Abarca de Campos;Mujeres;2022;18
34;Palencia;34001 Abarca de Campos;Mujeres;2021;17
34;Palencia;34001 Abarca de Campos;Mujeres;2020;18
34;Palencia;34001 Abarca de Campos;Mujeres;2019;17
34;Palencia;34001 Abarca de Campos;Mujeres;2018;16
34;Palencia;34001 Abarca de Campos;Mujeres;2017;16
34;Palencia;34001 Abarca de Campos;Mujeres;2016;13
34;Palencia;34001 Abarca de Campos;Mujeres;2015;17
34;Palencia;34001 Abarca de Campos;Mujeres;2014;18
34;Palencia;34001 Abarca de Campos;Mujeres;2013;16
34;Palencia;34001 Abarca de Campos;Mujeres;2012;16
34;Palencia;34001 Abarca de Campos;Mujeres;2011;17
34;Palencia;34001 Abarca de Campos;Mujeres;2010;16
