codigo_provincia;nombre_provincia;Municipios;Sexo;Periodo;Total
31;Navarra;31001 Abáigar;Total;2023;82
31;Navarra;31001 Abáigar;Total;2022;80
31;Navarra;31001 Abáigar;Total;2021;84
31;Navarra;31001 Abáigar;Total;2020;82
31;Navarra;31001 Abáigar;Total;2019;83
31;Navarra;31001 Abáigar;Total;2018;87
31;Navarra;31001 Abáigar;Total;2017;88
31;Navarra;31001 Abáigar;Total;2016;90
31;Navarra;31001 Abáigar;Total;2015;97
31;Navarra;31001 Abáigar;Total;2014;98
31;Navarra;31001 Abáigar;Total;2013;98
31;Navarra;31001 Abáigar;Total;2012;101
31;Navarra;31001 Abáigar;Total;2011;103
31;Navarra;31001 Abáigar;Total;2010;102
31;Navarra;31001 Abáigar;Total;2009;102
31;Navarra;31001 Abáigar;Total;2008;103
31;Navarra;31001 Abáigar;Total;2007;101
31;Navarra;31001 Abáigar;Total;2006;104
31;Navarra;31001 Abáigar;Total;2005;103
31;Navarra;31001 Abáigar;Total;2004;97
31;Navarra;31001 Abáigar;Total;2003;92
31;Navarra;31001 Abáigar;Total;2002;97
31;Navarra;31001 Abáigar;Total;2001;97
31;Navarra;31001 Abáigar;Total;2000;97
31;Navarra;31001 Abáigar;Total;1999;99
31;Navarra;31001 Abáigar;Total;1998;94
31;Navarra;31001 Abáigar;Total;1997;
31;Navarra;31001 Abáigar;Total;1996;95
31;Navarra;31001 Abáigar;Hombres;2023;47
31;Navarra;31001 Abáigar;Hombres;2022;48
31;Navarra;31001 Abáigar;Hombres;2021;49
31;Navarra;31001 Abáigar;Hombres;2020;47
31;Navarra;31001 Abáigar;Hombres;2019;48
31;Navarra;31001 Abáigar;Hombres;2018;51
31;Navarra;31001 Abáigar;Hombres;2017;50
31;Navarra;31001 Abáigar;Hombres;2016;50
31;Navarra;31001 Abáigar;Hombres;2015;49
31;Navarra;31001 Abáigar;Hombres;2014;53
31;Navarra;31001 Abáigar;Hombres;2013;52
31;Navarra;31001 Abáigar;Hombres;2012;52
31;Navarra;31001 Abáigar;Hombres;2011;53
31;Navarra;31001 Abáigar;Hombres;2010;53
31;Navarra;31001 Abáigar;Hombres;2009;54
31;Navarra;31001 Abáigar;Hombres;2008;55
31;Navarra;31001 Abáigar;Hombres;2007;55
31;Navarra;31001 Abáigar;Hombres;2006;57
31;Navarra;31001 Abáigar;Hombres;2005;57
31;Navarra;31001 Abáigar;Hombres;2004;54
31;Navarra;31001 Abáigar;Hombres;2003;52
31;Navarra;31001 Abáigar;Hombres;2002;55
31;Navarra;31001 Abáigar;Hombres;2001;52
31;Navarra;31001 Abáigar;Hombres;2000;53
31;Navarra;31001 Abáigar;Hombres;1999;53
31;Navarra;31001 Abáigar;Hombres;1998;50
31;Navarra;31001 Abáigar;Hombres;1997;
31;Navarra;31001 Abáigar;Hombres;1996;51
31;Navarra;31001 Abáigar;Mujeres;2023;35
31;Navarra;31001 Abáigar;Mujeres;2022;32
31;Navarra;31001 Abáigar;Mujeres;2021;35
31;Navarra;31001 Abáigar;Mujeres;2020;35
31;Navarra;31001 Abáigar;Mujeres;2019;35
31;Navarra;31001 Abáigar;Mujeres;2018;36
31;Navarra;31001 Abáigar;Mujeres;2017;38
31;Navarra;31001 Abáigar;Mujeres;2016;40
31;Navarra;31001 Abáigar;Mujeres;2015;48
31;Navarra;31001 Abáigar;Mujeres;2014;45
31;Navarra;31001 Abáigar;Mujeres;2013;46
31;Navarra;31001 Abáigar;Mujeres;2012;49
31;Navarra;31001 Abáigar;Mujeres;2011;50
31;Navarra;31001 Abáigar;Mujeres;2010;49
31;Navarra;31001 Abáigar;Mujeres;2009;48
31;Navarra;31001 Abáigar;Mujeres;2008;48
31;Navarra;31001 Abáigar;Mujeres;2007;46
31;Navarra;31001 Abáigar;Mujeres;2006;47
31;Navarra;31001 Abáigar;Mujeres;2005;46
31;Navarra;31001 Abáigar;Mujeres;2004;43
31;Navarra;31001 Abáigar;Mujeres;2003;40
31;Navarra;31001 Abáigar;Mujeres;2002;42
31;Navarra;31001 Abáigar;Mujeres;2001;45
31;Navarra;31001 Abáigar;Mujeres;2000;44
31;Navarra;31001 Abáigar;Mujeres;1999;46
31;Navarra;31001 Abáigar;Mujeres;1998;44
31;Navarra;31001 Abáigar;Mujeres;1997;
31;Navarra;31001 Abáigar;Mujeres;1996;44
31;Navarra;31002 Abárzuza/Abartzuza;Total;2023;514
31;Navarra;31002 Abárzuza/Abartzuza;Total;2022;527
31;Navarra;31002 Abárzuza/Abartzuza;Total;2021;538
31;Navarra;31002 Abárzuza/Abartzuza;Total;2020;544
31;Navarra;31002 Abárzuza/Abartzuza;Total;2019;538
31;Navarra;31002 Abárzuza/Abartzuza;Total;2018;550
31;Navarra;31002 Abárzuza/Abartzuza;Total;2017;524
31;Navarra;31002 Abárzuza/Abartzuza;Total;2016;532
