codigo_provincia;nombre_provincia;Municipios;Sexo;Periodo;Total
21;Huelva;21001 Alájar;Total;2023;780
21;Huelva;21001 Alájar;Total;2022;802
21;Huelva;21001 Alájar;Total;2021;814
21;Huelva;21001 Alájar;Total;2020;759
21;Huelva;21001 Alájar;Total;2019;756
21;Huelva;21001 Alájar;Total;2018;763
21;Huelva;21001 Alájar;Total;2017;777
21;Huelva;21001 Alájar;Total;2016;814
21;Huelva;21001 Alájar;Total;2015;813
21;Huelva;21001 Alájar;Total;2014;798
21;Huelva;21001 Alájar;Total;2013;805
21;Huelva;21001 Alájar;Total;2012;803
21;Huelva;21001 Alájar;Total;2011;798
21;Huelva;21001 Alájar;Total;2010;806
21;Huelva;21001 Alájar;Total;2009;808
21;Huelva;21001 Alájar;Total;2008;802
21;Huelva;21001 Alájar;Total;2007;811
21;Huelva;21001 Alájar;Total;2006;821
21;Huelva;21001 Alájar;Total;2005;771
21;Huelva;21001 Alájar;Total;2004;750
21;Huelva;21001 Alájar;Total;2003;769
21;Huelva;21001 Alájar;Total;2002;781
21;Huelva;21001 Alájar;Total;2001;789
21;Huelva;21001 Alájar;Total;2000;776
21;Huelva;21001 Alájar;Total;1999;794
21;Huelva;21001 Alájar;Total;1998;774
21;Huelva;21001 Alájar;Total;1997;
21;Huelva;21001 Alájar;Total;1996;804
21;Huelva;21001 Alájar;Hombres;2023;400
21;Huelva;21001 Alájar;Hombres;2022;412
21;Huelva;21001 Alájar;Hombres;2021;417
21;Huelva;21001 Alájar;Hombres;2020;393
21;Huelva;21001 Alájar;Hombres;2019;386
21;Huelva;21001 Alájar;Hombres;2018;385
21;Huelva;21001 Alájar;Hombres;2017;399
21;Huelva;21001 Alájar;Hombres;2016;415
21;Huelva;21001 Alájar;Hombres;2015;413
21;Huelva;21001 Alájar;Hombres;2014;409
21;Huelva;21001 Alájar;Hombres;2013;419
21;Huelva;21001 Alájar;Hombres;2012;411
21;Huelva;21001 Alájar;Hombres;2011;407
21;Huelva;21001 Alájar;Hombres;2010;402
21;Huelva;21001 Alájar;Hombres;2009;410
21;Huelva;21001 Alájar;Hombres;2008;407
21;Huelva;21001 Alájar;Hombres;2007;414
21;Huelva;21001 Alájar;Hombres;2006;423
21;Huelva;21001 Alájar;Hombres;2005;402
21;Huelva;21001 Alájar;Hombres;2004;392
21;Huelva;21001 Alájar;Hombres;2003;404
21;Huelva;21001 Alájar;Hombres;2002;403
21;Huelva;21001 Alájar;Hombres;2001;408
21;Huelva;21001 Alájar;Hombres;2000;392
21;Huelva;21001 Alájar;Hombres;1999;400
21;Huelva;21001 Alájar;Hombres;1998;391
21;Huelva;21001 Alájar;Hombres;1997;
21;Huelva;21001 Alájar;Hombres;1996;406
21;Huelva;21001 Alájar;Mujeres;2023;380
21;Huelva;21001 Alájar;Mujeres;2022;390
21;Huelva;21001 Alájar;Mujeres;2021;397
21;Huelva;21001 Alájar;Mujeres;2020;366
21;Huelva;21001 Alájar;Mujeres;2019;370
21;Huelva;21001 Alájar;Mujeres;2018;378
21;Huelva;21001 Alájar;Mujeres;2017;378
21;Huelva;21001 Alájar;Mujeres;2016;399
21;Huelva;21001 Alájar;Mujeres;2015;400
21;Huelva;21001 Alájar;Mujeres;2014;389
21;Huelva;21001 Alájar;Mujeres;2013;386
21;Huelva;21001 Alájar;Mujeres;2012;392
21;Huelva;21001 Alájar;Mujeres;2011;391
21;Huelva;21001 Alájar;Mujeres;2010;404
21;Huelva;21001 Alájar;Mujeres;2009;398
21;Huelva;21001 Alájar;Mujeres;2008;395
21;Huelva;21001 Alájar;Mujeres;2007;397
21;Huelva;21001 Alájar;Mujeres;2006;398
21;Huelva;21001 Alájar;Mujeres;2005;369
21;Huelva;21001 Alájar;Mujeres;2004;358
21;Huelva;21001 Alájar;Mujeres;2003;365
21;Huelva;21001 Alájar;Mujeres;2002;378
21;Huelva;21001 Alájar;Mujeres;2001;381
21;Huelva;21001 Alájar;Mujeres;2000;384
21;Huelva;21001 Alájar;Mujeres;1999;394
21;Huelva;21001 Alájar;Mujeres;1998;383
21;Huelva;21001 Alájar;Mujeres;1997;
21;Huelva;21001 Alájar;Mujeres;1996;398
21;Huelva;21002 Aljaraque;Total;2023;22259
21;Huelva;21002 Aljaraque;Total;2022;22078
21;Huelva;21002 Aljaraque;Total;2021;21706
21;Huelva;21002 Aljaraque;Total;2020;21474
21;Huelva;21002 Aljaraque;Total;2019;21260
21;Huelva;21002 Aljaraque;Total;2018;21054
21;Huelva;21002 Aljaraque;Total;2017;20836
21;Huelva;21002 Aljaraque;Total;2016;20745
21;Huelva;21002 Aljaraque;Total;2015;20357
21;Huelva;21002 Aljaraque;Total;2014;19857
21;Huelva;21002 Aljaraque;Total;2013;19492
21;Huelva;21002 Aljaraque;Total;2012;19245
21;Huelva;21002 Aljaraque;Total;2011;18937
21;Huelva;21002 Aljaraque;Total;2010;18443
21;Huelva;21002 Aljaraque;Total;2009;17960
21;Huelva;21002 Aljaraque;Total;2008;17194
21;Huelva;21002 Aljaraque;Total;2007;16368
21;Huelva;21002 Aljaraque;Total;2006;15617
21;Huelva;21002 Aljaraque;Total;2005;14846
21;Huelva;21002 Aljaraque;Total;2004;14060
21;Huelva;21002 Aljaraque;Total;2003;13009
21;Huelva;21002 Aljaraque;Total;2002;12303
21;Huelva;21002 Aljaraque;Total;2001;11626
21;Huelva;21002 Aljaraque;Total;2000;10806
21;Huelva;21002 Aljaraque;Total;1999;10298
21;Huelva;21002 Aljaraque;Total;1998;9743
21;Huelva;21002 Aljaraque;Total;1997;
21;Huelva;21002 Aljaraque;Total;1996;9587
21;Huelva;21002 Aljaraque;Hombres;2023;11095
21;Huelva;21002 Aljaraque;Hombres;2022;10980
21;Huelva;21002 Aljaraque;Hombres;2021;10810
21;Huelva;21002 Aljaraque;Hombres;2020;10683
21;Huelva;21002 Aljaraque;Hombres;2019;10594
21;Huelva;21002 Aljaraque;Hombres;2018;10466
21;Huelva;21002 Aljaraque;Hombres;2017;10354
21;Huelva;21002 Aljaraque;Hombres;2016;10307
21;Huelva;21002 Aljaraque;Hombres;2015;10150
21;Huelva;21002 Aljaraque;Hombres;2014;9906
21;Huelva;21002 Aljaraque;Hombres;2013;9721
21;Huelva;21002 Aljaraque;Hombres;2012;9622
21;Huelva;21002 Aljaraque;Hombres;2011;9480
21;Huelva;21002 Aljaraque;Hombres;2010;9220
21;Huelva;21002 Aljaraque;Hombres;2009;8981
21;Huelva;21002 Aljaraque;Hombres;2008;8590
21;Huelva;21002 Aljaraque;Hombres;2007;8196
21;Huelva;21002 Aljaraque;Hombres;2006;7855
21;Huelva;21002 Aljaraque;Hombres;2005;7458
21;Huelva;21002 Aljaraque;Hombres;2004;7073
21;Huelva;21002 Aljaraque;Hombres;2003;6529
21;Huelva;21002 Aljaraque;Hombres;2002;6201
21;Huelva;21002 Aljaraque;Hombres;2001;5859
21;Huelva;21002 Aljaraque;Hombres;2000;5414
21;Huelva;21002 Aljaraque;Hombres;1999;5152
21;Huelva;21002 Aljaraque;Hombres;1998;4882
21;Huelva;21002 Aljaraque;Hombres;1997;
21;Huelva;21002 Aljaraque;Hombres;1996;4808
21;Huelva;21002 Aljaraque;Mujeres;2023;11164
21;Huelva;21002 Aljaraque;Mujeres;2022;11098
21;Huelva;21002 Aljaraque;Mujeres;2021;10896
21;Huelva;21002 Aljaraque;Mujeres;2020;10791
21;Huelva;21002 Aljaraque;Mujeres;2019;10666
21;Huelva;21002 Aljaraque;Mujeres;2018;10588
21;Huelva;21002 Aljaraque;Mujeres;2017;10482
21;Huelva;21002 Aljaraque;Mujeres;2016;10438
21;Huelva;21002 Aljaraque;Mujeres;2015;10207
21;Huelva;21002 Aljaraque;Mujeres;2014;9951
21;Huelva;21002 Aljaraque;Mujeres;2013;9771
21;Huelva;21002 Aljaraque;Mujeres;2012;9623
21;Huelva;21002 Aljaraque;Mujeres;2011;9457
21;Huelva;21002 Aljaraque;Mujeres;2010;9223
21;Huelva;21002 Aljaraque;Mujeres;2009;8979
21;Huelva;21002 Aljaraque;Mujeres;2008;8604
21;Huelva;21002 Aljaraque;Mujeres;2007;8172
21;Huelva;21002 Aljaraque;Mujeres;2006;7762
21;Huelva;21002 Aljaraque;Mujeres;2005;7388
21;Huelva;21002 Aljaraque;Mujeres;2004;6987
21;Huelva;21002 Aljaraque;Mujeres;2003;6480
21;Huelva;21002 Aljaraque;Mujeres;2002;6102
21;Huelva;21002 Aljaraque;Mujeres;2001;5767
21;Huelva;21002 Aljaraque;Mujeres;2000;5392
21;Huelva;21002 Aljaraque;Mujeres;1999;5146
21;Huelva;21002 Aljaraque;Mujeres;1998;4861
21;Huelva;21002 Aljaraque;Mujeres;1997;
21;Huelva;21002 Aljaraque;Mujeres;1996;4779
21;Huelva;21003 Almendro, El;Total;2023;848
21;Huelva;21003 Almendro, El;Total;2022;848
21;Huelva;21003 Almendro, El;Total;2021;835
21;Huelva;21003 Almendro, El;Total;2020;840
21;Huelva;21003 Almendro, El;Total;2019;826
21;Huelva;21003 Almendro, El;Total;2018;837
21;Huelva;21003 Almendro, El;Total;2017;839
21;Huelva;21003 Almendro, El;Total;2016;838
21;Huelva;21003 Almendro, El;Total;2015;829
21;Huelva;21003 Almendro, El;Total;2014;846
21;Huelva;21003 Almendro, El;Total;2013;847
21;Huelva;21003 Almendro, El;Total;2012;859
21;Huelva;21003 Almendro, El;Total;2011;870
21;Huelva;21003 Almendro, El;Total;2010;879
21;Huelva;21003 Almendro, El;Total;2009;867
21;Huelva;21003 Almendro, El;Total;2008;860
21;Huelva;21003 Almendro, El;Total;2007;845
21;Huelva;21003 Almendro, El;Total;2006;847
21;Huelva;21003 Almendro, El;Total;2005;831
21;Huelva;21003 Almendro, El;Total;2004;834
21;Huelva;21003 Almendro, El;Total;2003;841
21;Huelva;21003 Almendro, El;Total;2002;823
21;Huelva;21003 Almendro, El;Total;2001;851
21;Huelva;21003 Almendro, El;Total;2000;864
21;Huelva;21003 Almendro, El;Total;1999;874
21;Huelva;21003 Almendro, El;Total;1998;880
21;Huelva;21003 Almendro, El;Total;1997;
21;Huelva;21003 Almendro, El;Total;1996;862
21;Huelva;21003 Almendro, El;Hombres;2023;435
21;Huelva;21003 Almendro, El;Hombres;2022;439
21;Huelva;21003 Almendro, El;Hombres;2021;440
21;Huelva;21003 Almendro, El;Hombres;2020;440
21;Huelva;21003 Almendro, El;Hombres;2019;438
21;Huelva;21003 Almendro, El;Hombres;2018;439
21;Huelva;21003 Almendro, El;Hombres;2017;441
21;Huelva;21003 Almendro, El;Hombres;2016;440
21;Huelva;21003 Almendro, El;Hombres;2015;436
21;Huelva;21003 Almendro, El;Hombres;2014;446
21;Huelva;21003 Almendro, El;Hombres;2013;453
21;Huelva;21003 Almendro, El;Hombres;2012;454
21;Huelva;21003 Almendro, El;Hombres;2011;459
21;Huelva;21003 Almendro, El;Hombres;2010;466
21;Huelva;21003 Almendro, El;Hombres;2009;451
21;Huelva;21003 Almendro, El;Hombres;2008;445
21;Huelva;21003 Almendro, El;Hombres;2007;434
21;Huelva;21003 Almendro, El;Hombres;2006;438
21;Huelva;21003 Almendro, El;Hombres;2005;436
21;Huelva;21003 Almendro, El;Hombres;2004;436
21;Huelva;21003 Almendro, El;Hombres;2003;443
21;Huelva;21003 Almendro, El;Hombres;2002;427
21;Huelva;21003 Almendro, El;Hombres;2001;441
21;Huelva;21003 Almendro, El;Hombres;2000;448
21;Huelva;21003 Almendro, El;Hombres;1999;450
21;Huelva;21003 Almendro, El;Hombres;1998;454
21;Huelva;21003 Almendro, El;Hombres;1997;
21;Huelva;21003 Almendro, El;Hombres;1996;448
21;Huelva;21003 Almendro, El;Mujeres;2023;413
21;Huelva;21003 Almendro, El;Mujeres;2022;409
21;Huelva;21003 Almendro, El;Mujeres;2021;395
21;Huelva;21003 Almendro, El;Mujeres;2020;400
21;Huelva;21003 Almendro, El;Mujeres;2019;388
21;Huelva;21003 Almendro, El;Mujeres;2018;398
21;Huelva;21003 Almendro, El;Mujeres;2017;398
21;Huelva;21003 Almendro, El;Mujeres;2016;398
21;Huelva;21003 Almendro, El;Mujeres;2015;393
21;Huelva;21003 Almendro, El;Mujeres;2014;400
