codigo_provincia;nombre_provincia;Municipios;Sexo;Periodo;Total
3;Alicante/Alacant;03002 Agost;Total;2023;5067
3;Alicante/Alacant;03002 Agost;Total;2022;4948
3;Alicante/Alacant;03002 Agost;Total;2021;4906
3;Alicante/Alacant;03002 Agost;Total;2020;4794
3;Alicante/Alacant;03002 Agost;Total;2019;4758
3;Alicante/Alacant;03002 Agost;Total;2018;4713
3;Alicante/Alacant;03002 Agost;Total;2017;4703
3;Alicante/Alacant;03002 Agost;Total;2016;4729
3;Alicante/Alacant;03002 Agost;Total;2015;4707
3;Alicante/Alacant;03002 Agost;Total;2014;4752
3;Alicante/Alacant;03002 Agost;Total;2013;4787
3;Alicante/Alacant;03002 Agost;Total;2012;4791
3;Alicante/Alacant;03002 Agost;Total;2011;4831
3;Alicante/Alacant;03002 Agost;Total;2010;4818
3;Alicante/Alacant;03002 Agost;Total;2009;4810
3;Alicante/Alacant;03002 Agost;Total;2008;4813
3;Alicante/Alacant;03002 Agost;Total;2007;4766
3;Alicante/Alacant;03002 Agost;Total;2006;4723
3;Alicante/Alacant;03002 Agost;Total;2005;4601
3;Alicante/Alacant;03002 Agost;Total;2004;4517
3;Alicante/Alacant;03002 Agost;Total;2003;4451
3;Alicante/Alacant;03002 Agost;Total;2002;4284
3;Alicante/Alacant;03002 Agost;Total;2001;4146
3;Alicante/Alacant;03002 Agost;Total;2000;4095
3;Alicante/Alacant;03002 Agost;Total;1999;4053
3;Alicante/Alacant;03002 Agost;Total;1998;4023
3;Alicante/Alacant;03002 Agost;Total;1997;
3;Alicante/Alacant;03002 Agost;Total;1996;4017
3;Alicante/Alacant;03002 Agost;Hombres;2023;2566
3;Alicante/Alacant;03002 Agost;Hombres;2022;2502
3;Alicante/Alacant;03002 Agost;Hombres;2021;2474
3;Alicante/Alacant;03002 Agost;Hombres;2020;2398
3;Alicante/Alacant;03002 Agost;Hombres;2019;2357
3;Alicante/Alacant;03002 Agost;Hombres;2018;2344
3;Alicante/Alacant;03002 Agost;Hombres;2017;2343
3;Alicante/Alacant;03002 Agost;Hombres;2016;2379
3;Alicante/Alacant;03002 Agost;Hombres;2015;2378
3;Alicante/Alacant;03002 Agost;Hombres;2014;2392
3;Alicante/Alacant;03002 Agost;Hombres;2013;2411
3;Alicante/Alacant;03002 Agost;Hombres;2012;2424
3;Alicante/Alacant;03002 Agost;Hombres;2011;2451
3;Alicante/Alacant;03002 Agost;Hombres;2010;2435
3;Alicante/Alacant;03002 Agost;Hombres;2009;2432
3;Alicante/Alacant;03002 Agost;Hombres;2008;2433
3;Alicante/Alacant;03002 Agost;Hombres;2007;2403
3;Alicante/Alacant;03002 Agost;Hombres;2006;2391
3;Alicante/Alacant;03002 Agost;Hombres;2005;2317
3;Alicante/Alacant;03002 Agost;Hombres;2004;2280
3;Alicante/Alacant;03002 Agost;Hombres;2003;2250
3;Alicante/Alacant;03002 Agost;Hombres;2002;2157
3;Alicante/Alacant;03002 Agost;Hombres;2001;2071
3;Alicante/Alacant;03002 Agost;Hombres;2000;2037
3;Alicante/Alacant;03002 Agost;Hombres;1999;2018
3;Alicante/Alacant;03002 Agost;Hombres;1998;1998
3;Alicante/Alacant;03002 Agost;Hombres;1997;
3;Alicante/Alacant;03002 Agost;Hombres;1996;2008
3;Alicante/Alacant;03002 Agost;Mujeres;2023;2501
3;Alicante/Alacant;03002 Agost;Mujeres;2022;2446
3;Alicante/Alacant;03002 Agost;Mujeres;2021;2432
3;Alicante/Alacant;03002 Agost;Mujeres;2020;2396
3;Alicante/Alacant;03002 Agost;Mujeres;2019;2401
3;Alicante/Alacant;03002 Agost;Mujeres;2018;2369
3;Alicante/Alacant;03002 Agost;Mujeres;2017;2360
3;Alicante/Alacant;03002 Agost;Mujeres;2016;2350
3;Alicante/Alacant;03002 Agost;Mujeres;2015;2329
